authority,authority_type,authority_type_zh,authority_type_en,matched_keyword,occurrence_count
深圳市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
深圳市科技和信息局,science_technology,科技创新与科研管理,Science and technology,科技,1
深圳市科技工贸和信息化委员会,science_technology,科技创新与科研管理,Science and technology,科技,1
深圳海关,law_regulation_security,法规司法与监管安全,"Law, regulation and security",海关,1
珠海市中级人民法院,law_regulation_security,法规司法与监管安全,"Law, regulation and security",法院,1
珠海市教育局,education_talent,教育与人才培养,Education and talent,教育,1
珠海市海洋农业和水务局(原市海洋农渔和水务局),sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
紫金县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
阳西县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
韶关市政务服务数据管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数据,1
龙川县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
阿克塞哈萨克族自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
临夏回族自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
兰州市人民政府国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
兰州市大数据社会服务管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
兰州市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
兰州市卫生和计划生育委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生,1
兰州市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
兰州市教育局,education_talent,教育与人才培养,Education and talent,教育,1
兰州市残疾人联合会,other_unclear,其他或无法判定,Other or unclear,,1
兰州市民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
兰州市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
兰州市项目投资评审中心,other_unclear,其他或无法判定,Other or unclear,,1
甘肃省公共资源交易局,other_unclear,其他或无法判定,Other or unclear,,1
甘肃省市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
甘肃省高等学校工作委员会,education_talent,教育与人才培养,Education and talent,学校,1
中国科学院兰州分院,science_technology,科技创新与科研管理,Science and technology,科学院,1
甘肃省卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
甘肃省地震局,sectoral_public_services,行业应用与公共服务,Sectoral public services,地震,1
甘肃省应急管理厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
甘肃省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
甘肃省林业和草原局,sectoral_public_services,行业应用与公共服务,Sectoral public services,林业,1
甘肃省民政厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
甘肃省气象局,sectoral_public_services,行业应用与公共服务,Sectoral public services,气象,1
甘肃省水利厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
甘肃省生态环境厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
甘肃省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
甘肃省人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
三明市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
中共三明市委教育工委,education_talent,教育与人才培养,Education and talent,教育,1
中共厦门市委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
福建省国防科技工业办公室,science_technology,科技创新与科研管理,Science and technology,科技,1
厦门市人民防空办公室,other_unclear,其他或无法判定,Other or unclear,,1
厦门市卫生和计划生育委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生,1
厦门市司法局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",司法,1
宁德市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
平潭综合实验区管委会,other_unclear,其他或无法判定,Other or unclear,,1
泉州市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
泉州市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
福州市司法局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",司法,1
中共福州市委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
中共福州市委文明办,public_science_culture,宣传文化与公众科学,Public science and culture,文明办,1
中共福州市委网络安全和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
共青团福州市委员会,party_government_general,党政综合与战略协调,Party-government general,市委,1
福州市妇女联合会,public_science_culture,宣传文化与公众科学,Public science and culture,妇女联合会,1
福州市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
福州市自然资源和规划局,sectoral_public_services,行业应用与公共服务,Sectoral public services,自然资源,1
中共福州市委金融委员会办公室,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
福州市交通运输局,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
福州市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
福州市城市管理委员会,other_unclear,其他或无法判定,Other or unclear,,1
福州市应急管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
福州市数据管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数据,1
福州市文化和旅游局,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
福州市气象局,sectoral_public_services,行业应用与公共服务,Sectoral public services,气象,1
福州市海洋与渔业局,sectoral_public_services,行业应用与公共服务,Sectoral public services,海洋,1
福州市粮食局,sectoral_public_services,行业应用与公共服务,Sectoral public services,粮食,1
福建省公安厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
福建省国家税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
福建省地方税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
福建省统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
福建省质量技术监督局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",质量技术监督,1
福建省市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
福建省商务厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
福建省外国(海外)专家局,other_unclear,其他或无法判定,Other or unclear,,1
福建省学位委员会,education_talent,教育与人才培养,Education and talent,学位,1
福建省实施农村中小学现代远程教育工程领导小组,education_talent,教育与人才培养,Education and talent,教育,1
福建省人民政府对口支援办公室,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
福建省地方金融监督管理局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
福建省海洋与渔业局,sectoral_public_services,行业应用与公共服务,Sectoral public services,海洋,1
福建省生态环境厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
福建省通信管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",通信管理,1
福建省民族与宗教事务厅,other_unclear,其他或无法判定,Other or unclear,,1
福建省人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
福建省知识产权局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",知识产权,1
中共福建省委人才工作领导小组办公室,education_talent,教育与人才培养,Education and talent,人才,1
国家税务总局福建省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
福建省审计厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,审计,1
莆田市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
龙岩市工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
北京市东城区人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
北京市东城区教育委员会,education_talent,教育与人才培养,Education and talent,教育,1
北京市中医药管理局,sectoral_public_services,行业应用与公共服务,Sectoral public services,中医药,1
北京市丰台区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
北京市医疗保障局,other_unclear,其他或无法判定,Other or unclear,,1
北京市市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
北京市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
北京市园林绿化局（首都绿化委员会办公室）,other_unclear,其他或无法判定,Other or unclear,,1
北京市密云区经济和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
北京市就业工作领导小组,other_unclear,其他或无法判定,Other or unclear,,1
北京市平谷区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
北京市房山区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
北京市文物局,public_science_culture,宣传文化与公众科学,Public science and culture,文物,1
北京市人民检察院,law_regulation_security,法规司法与监管安全,"Law, regulation and security",检察,1
北京市石景山区科学技术委员会,science_technology,科技创新与科研管理,Science and technology,科学技术,1
北京市高级人民法院,law_regulation_security,法规司法与监管安全,"Law, regulation and security",法院,1
北京市朝阳区商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
国家税务总局北京市税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
中共合肥市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共宣城市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共淮北市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共滁州市委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
亳州市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
六安市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
合肥市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
合肥市文化和旅游局,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
合肥市粮食局,sectoral_public_services,行业应用与公共服务,Sectoral public services,粮食,1
安徽省人民防空办公室,other_unclear,其他或无法判定,Other or unclear,,1
安徽省加快建设“数字江淮”工作领导小组,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数字,1
中共安徽省委机构编制委员会办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
安徽省教育改革和发展规划纲要领导小组,education_talent,教育与人才培养,Education and talent,教育,1
安徽省教育系统新型冠状病毒感染的肺炎疫情防控工作领导小组,education_talent,教育与人才培养,Education and talent,教育,1
中共安徽省委金融委员会办公室,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
中国人民银行安徽省分行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
安徽省医疗保障局,other_unclear,其他或无法判定,Other or unclear,,1
安徽省商务厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
安徽省工业和信息化厅,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
安徽省应急管理厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
安徽省数据资源管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数据,1
安徽省气象局,sectoral_public_services,行业应用与公共服务,Sectoral public services,气象,1
安徽省生态环境厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
中共安徽省委组织部,party_government_general,党政综合与战略协调,Party-government general,中共,1
安徽省粮食局,sectoral_public_services,行业应用与公共服务,Sectoral public services,粮食,1
安徽省地方金融监督管理局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
宿州市发展和改革委,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
淮北市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
淮南市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
淮南市经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
阜阳市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
中国外汇交易中心暨全国银行间同业拆借中心,other_unclear,其他或无法判定,Other or unclear,,1
中国生物技术发展中心,science_technology,科技创新与科研管理,Science and technology,生物技术发展中心,1
中国科普研究所,other_unclear,其他或无法判定,Other or unclear,,1
中国网络安全审查技术与认证中心,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",网络安全,1
人事部(已撤销),other_unclear,其他或无法判定,Other or unclear,,1
中国外文出版发行事业局,other_unclear,其他或无法判定,Other or unclear,,1
信息产业部(含邮电部)(已撤销),other_unclear,其他或无法判定,Other or unclear,,1
全国人大财政经济委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
国务院应对新型冠状病毒肺炎疫情联防联控机制综合组,party_government_general,党政综合与战略协调,Party-government general,国务院,1
国务院知识产权战略实施工作部际联席会议办公室,law_regulation_security,法规司法与监管安全,"Law, regulation and security",知识产权,1
国家中长期教育改革和发展规划纲要工作小组办公室,education_talent,教育与人才培养,Education and talent,教育,1
国家密码管理局,other_unclear,其他或无法判定,Other or unclear,,1
国家宗教事务局(原国务院宗教事务局)(留牌已撤销),party_government_general,党政综合与战略协调,Party-government general,国务院,1
国家知识产权强国建设工作部际联席会议办公室,law_regulation_security,法规司法与监管安全,"Law, regulation and security",知识产权,1
国家科技基础条件平台中心,science_technology,科技创新与科研管理,Science and technology,科技,1
国家统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
国家原子能机构,other_unclear,其他或无法判定,Other or unclear,,1
国家安全生产监督管理总局(原国家安全生产监督管理局)(已撤销),law_regulation_security,法规司法与监管安全,"Law, regulation and security",安全,1
建设部(已撤销),other_unclear,其他或无法判定,Other or unclear,,1
国家语言文字工作委员会(原中国文字改革委员会),education_talent,教育与人才培养,Education and talent,语言文字,1
中国土地估价师与土地登记代理人协会,other_unclear,其他或无法判定,Other or unclear,,1
中国房地产估价师与房地产经纪人学会,other_unclear,其他或无法判定,Other or unclear,,1
中国珠宝玉石首饰行业协会,other_unclear,其他或无法判定,Other or unclear,,1
中国矿业权评估师协会,other_unclear,其他或无法判定,Other or unclear,,1
中国资产评估协会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国资,1
中共中央政法委员会,party_government_general,党政综合与战略协调,Party-government general,中共,1
深圳证券交易所,other_unclear,其他或无法判定,Other or unclear,,1
国家环境保护总局（含国家环境保护局）(已撤销),sectoral_public_services,行业应用与公共服务,Sectoral public services,环境保护,1
全国供销合作总社,other_unclear,其他或无法判定,Other or unclear,,1
国家开发银行,other_unclear,其他或无法判定,Other or unclear,,1
国家经济贸易委员会(已变更),other_unclear,其他或无法判定,Other or unclear,,1
重庆两江新区科技创新局,science_technology,科技创新与科研管理,Science and technology,科技,1
重庆市金融工作局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
重庆市体育局,sectoral_public_services,行业应用与公共服务,Sectoral public services,体育,1
重庆市信息产业局,other_unclear,其他或无法判定,Other or unclear,,1
重庆市农业局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
重庆市民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
重庆市机构编制委员会,other_unclear,其他或无法判定,Other or unclear,,1
重庆市农业农村委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
重庆市城市管理局,other_unclear,其他或无法判定,Other or unclear,,1
重庆市应急管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
重庆市水利局,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
重庆市生态环境局,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
重庆市规划和自然资源局,sectoral_public_services,行业应用与公共服务,Sectoral public services,自然资源,1
重庆市工商行政管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",工商行政,1
重庆市科技奖励工作办公室,science_technology,科技创新与科研管理,Science and technology,科技,1
重庆市道路运输管理局,other_unclear,其他或无法判定,Other or unclear,,1
重庆市高新技术企业认定管理机构办公室,other_unclear,其他或无法判定,Other or unclear,,1
中共宁波市委教育工作委员会,education_talent,教育与人才培养,Education and talent,教育,1
宁波市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
临海市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
丽水市农业农村局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
丽水市农业和农村工作领导小组办公室,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
乐清市教育局,education_talent,教育与人才培养,Education and talent,教育,1
台州市国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
台州市黄岩区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
嘉兴市南湖区卫生健康局,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
宁波市住房和城乡建设委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
宁波市住房和城乡建设局,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
中共宁波市委老干部局,party_government_general,党政综合与战略协调,Party-government general,中共,1
宁波市海曙区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
宁波市鄞州区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
平湖市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
平阳县教育局,education_talent,教育与人才培养,Education and talent,教育,1
德清县科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
景宁畲族自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
杭州市江干区民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
杭州市体育局,sectoral_public_services,行业应用与公共服务,Sectoral public services,体育,1
杭州市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
杭州市数据资源管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",数据,1
杭州市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
杭州市萧山区民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
松阳县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
桐乡市卫生健康局,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
江山市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
浙江省人事厅,other_unclear,其他或无法判定,Other or unclear,,1
浙江省信息产业厅,other_unclear,其他或无法判定,Other or unclear,,1
浙江省公安厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
浙江省禁毒委员会,other_unclear,其他或无法判定,Other or unclear,,1
浙江省人民政府纠正行业不正之风办公室,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
浙江省审计厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,审计,1
浙江省新闻出版广电局(原浙江省新闻出版局),public_science_culture,宣传文化与公众科学,Public science and culture,新闻出版,1
浙江省物价局,other_unclear,其他或无法判定,Other or unclear,,1
国家税务总局浙江省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
浙江省人民政府国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
浙江省科技体制改革和创新体系建设领导小组,science_technology,科技创新与科研管理,Science and technology,科技,1
浙江省职业教育工作联席会议办公室,education_talent,教育与人才培养,Education and talent,教育,1
浙江省语言文字工作委员会,education_talent,教育与人才培养,Education and talent,语言文字,1
浙江省林业局,sectoral_public_services,行业应用与公共服务,Sectoral public services,林业,1
浦江县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
海宁市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
温州市社区教育工作领导小组办公室,education_talent,教育与人才培养,Education and talent,教育,1
温州市洞头区财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
温州市鹿城区教育局,education_talent,教育与人才培养,Education and talent,教育,1
湖州市南浔区民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
湖州市交通运输局,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
湖州市住房和城乡建设局,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
湖州市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
湖州市经济和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
湖州市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
湖州市教育科学研究中心,education_talent,教育与人才培养,Education and talent,教育,1
玉环市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
玉环市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
绍兴市教育局,education_talent,教育与人才培养,Education and talent,教育,1
苍南县教育局,education_talent,教育与人才培养,Education and talent,教育,1
苍南县科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
苍南县财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
丽水市莲都区其他机构,other_unclear,其他或无法判定,Other or unclear,,1
衢州市农业农村局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
衢州市大数据发展管理局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
衢州市教育局,education_talent,教育与人才培养,Education and talent,教育,1
衢州市柯城区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
衢州市柯城区科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
金华市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
金华市金东区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中共普洱市委教育工作领导小组,education_talent,教育与人才培养,Education and talent,教育,1
云南省人民政府国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
云南省招商合作局,other_unclear,其他或无法判定,Other or unclear,,1
中国人民银行云南省分行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
云南省交通运输厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
云南省应急管理厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
云南省文化和旅游厅,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
云南省气象局,sectoral_public_services,行业应用与公共服务,Sectoral public services,气象,1
云南省水利厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
云南省能源局,sectoral_public_services,行业应用与公共服务,Sectoral public services,能源,1
文山壮族苗族自治州人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
昆明市教育局,education_talent,教育与人才培养,Education and talent,教育,1
楚雄州住房和城乡建设局,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
乌鲁木齐市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
克孜勒苏柯尔克孜自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
新疆生产建设兵团工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
和田地区行政公署,other_unclear,其他或无法判定,Other or unclear,,1
哈密市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
巴里坤哈萨克自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
巴音郭楞蒙古自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中共新疆维吾尔自治区委员会宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
新疆维吾尔自治区工业和信息化厅,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
新疆维吾尔自治区财政厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
木垒哈萨克自治县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
拉萨市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
拉萨市科技局,science_technology,科技创新与科研管理,Science and technology,科技,1
昌都市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
国家统计局天津调查总队,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
天津市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
中共天津市委教育工委,education_talent,教育与人才培养,Education and talent,教育,1
天津市机构编制委员会,other_unclear,其他或无法判定,Other or unclear,,1
中国（天津）自由贸易试验区管理委员会,other_unclear,其他或无法判定,Other or unclear,,1
天津市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
天津市宁河区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
天津市市场监督管理委员会,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
天津市应急管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",应急,1
天津市退役军人事务局,other_unclear,其他或无法判定,Other or unclear,,1
天津市滨海新区其他机构,other_unclear,其他或无法判定,Other or unclear,,1
天津市滨海新区财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
中共四川省委组织部,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共成都市金融工作办公室委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
成都市住房和城乡建设局,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,1
成都市商务局,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
成都市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
成都市国有资产监督管理委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,国有资产,1
中共成都市委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
成都市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
甘孜藏族自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
遂宁市河东新区管理委员会,other_unclear,其他或无法判定,Other or unclear,,1
遂宁市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
遂宁市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
邛崃市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
都江堰市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
上海市中医药发展办公室,sectoral_public_services,行业应用与公共服务,Sectoral public services,中医药,1
上海市卫生局,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生,1
上海市徐汇区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
上海市人民政府教育督导室,education_talent,教育与人才培养,Education and talent,教育,1
上海市学习型社会建设与终身教育促进委员会办公室,education_talent,教育与人才培养,Education and talent,教育,1
中共上海市委机构编制委员会办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
上海市旅游事业管理委员会,public_science_culture,宣传文化与公众科学,Public science and culture,旅游,1
上海市松江区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
上海市浦东新区科技和经济委员会,science_technology,科技创新与科研管理,Science and technology,科技,1
上海市地方税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
上海市新闻出版局,public_science_culture,宣传文化与公众科学,Public science and culture,新闻出版,1
上海市知识产权局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",知识产权,1
上海市金融服务办公室,macro_finance,宏观规划与财政资源配置,Macro planning and finance,金融,1
中共上海市委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
上海科技节组委会办公室,science_technology,科技创新与科研管理,Science and technology,科技,1
上海市教育卫生工作委员会,education_talent,教育与人才培养,Education and talent,教育,1
上海市科技教育委员会,science_technology,科技创新与科研管理,Science and technology,科技,1
上海市杨浦区文化和旅游局,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
中共静安区委,party_government_general,党政综合与战略协调,Party-government general,中共,1
中共西安市委依法治市工作领导小组办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
